acq,1,1
acq,1,2
rel,1,2
rel,1,1
acq,2,1
acq,2,2
rel,2,2
rel,2,1
acq,3,1
acq,3,2
rel,3,2
rel,3,1
acq,4,1
acq,4,2
rel,4,2
rel,4,1
acq,5,1
acq,5,2
rel,5,2
rel,5,1
acq,6,1
acq,6,2
rel,6,2
rel,6,1
acq,7,1
acq,7,2
rel,7,2
rel,7,1
acq,8,1
acq,8,2
rel,8,2
rel,8,1
acq,9,1
acq,9,2
rel,9,2
rel,9,1
acq,10,1
acq,10,2
rel,10,2
rel,10,1
acq,11,1
acq,11,2
rel,11,2
rel,11,1
acq,12,1
acq,12,2
rel,12,2
rel,12,1
acq,13,1
acq,13,2
rel,13,2
rel,13,1
acq,14,1
acq,14,2
rel,14,2
rel,14,1
acq,15,1
acq,15,2
rel,15,2
rel,15,1
acq,16,1
acq,16,2
rel,16,2
rel,16,1
acq,17,1
acq,17,2
rel,17,2
rel,17,1
acq,18,1
acq,18,2
rel,18,2
rel,18,1
acq,19,1
acq,19,2
rel,19,2
rel,19,1
acq,20,1
acq,20,2
rel,20,2
rel,20,1
acq,21,1
acq,21,2
rel,21,2
rel,21,1
acq,22,1
acq,22,2
rel,22,2
rel,22,1
acq,23,1
acq,23,2
rel,23,2
rel,23,1
acq,24,1
acq,24,2
rel,24,2
rel,24,1
acq,25,1
acq,25,2
rel,25,2
rel,25,1
acq,26,1
acq,26,2
rel,26,2
rel,26,1
acq,27,1
acq,27,2
rel,27,2
rel,27,1
acq,28,1
acq,28,2
rel,28,2
rel,28,1
acq,29,1
acq,29,2
rel,29,2
rel,29,1
acq,30,1
acq,30,2
rel,30,2
rel,30,1
acq,31,1
acq,31,2
rel,31,2
rel,31,1
acq,32,1
acq,32,2
rel,32,2
rel,32,1
acq,33,1
acq,33,2
rel,33,2
rel,33,1
acq,34,1
acq,34,2
rel,34,2
rel,34,1
acq,35,1
acq,35,2
rel,35,2
rel,35,1
acq,36,1
acq,36,2
rel,36,2
rel,36,1
acq,37,1
acq,37,2
rel,37,2
rel,37,1
acq,38,1
acq,38,2
rel,38,2
rel,38,1
acq,39,1
acq,39,2
rel,39,2
rel,39,1
acq,40,1
acq,40,2
rel,40,2
rel,40,1
acq,41,1
acq,41,2
rel,41,2
rel,41,1
acq,42,1
acq,42,2
rel,42,2
rel,42,1
acq,43,1
acq,43,2
rel,43,2
rel,43,1
acq,44,1
acq,44,2
rel,44,2
rel,44,1
acq,45,1
acq,45,2
rel,45,2
rel,45,1
acq,46,1
acq,46,2
rel,46,2
rel,46,1
acq,47,1
acq,47,2
rel,47,2
rel,47,1
acq,48,1
acq,48,2
rel,48,2
rel,48,1
acq,49,1
acq,49,2
rel,49,2
rel,49,1
acq,50,1
acq,50,2
rel,50,2
rel,50,1
acq,51,1
acq,51,2
rel,51,2
rel,51,1
acq,52,1
acq,52,2
rel,52,2
rel,52,1
acq,53,1
acq,53,2
rel,53,2
rel,53,1
acq,54,1
acq,54,2
rel,54,2
rel,54,1
acq,55,1
acq,55,2
rel,55,2
rel,55,1
acq,56,1
acq,56,2
rel,56,2
rel,56,1
acq,57,1
acq,57,2
rel,57,2
rel,57,1
acq,58,1
acq,58,2
rel,58,2
rel,58,1
acq,59,1
acq,59,2
rel,59,2
rel,59,1
acq,60,1
acq,60,2
rel,60,2
rel,60,1
acq,61,1
acq,61,2
rel,61,2
rel,61,1
acq,62,1
acq,62,2
rel,62,2
rel,62,1
acq,63,1
acq,63,2
rel,63,2
rel,63,1
acq,64,1
acq,64,2
rel,64,2
rel,64,1
acq,65,1
acq,65,2
rel,65,2
rel,65,1
acq,66,1
acq,66,2
rel,66,2
rel,66,1
acq,67,1
acq,67,2
rel,67,2
rel,67,1
acq,68,1
acq,68,2
rel,68,2
rel,68,1
acq,69,1
acq,69,2
rel,69,2
rel,69,1
acq,70,1
acq,70,2
rel,70,2
rel,70,1
acq,71,1
acq,71,2
rel,71,2
rel,71,1
acq,72,1
acq,72,2
rel,72,2
rel,72,1
acq,73,1
acq,73,2
rel,73,2
rel,73,1
acq,74,1
acq,74,2
rel,74,2
rel,74,1
acq,75,1
acq,75,2
rel,75,2
rel,75,1
acq,76,1
acq,76,2
rel,76,2
rel,76,1
acq,77,1
acq,77,2
rel,77,2
rel,77,1
acq,78,1
acq,78,2
rel,78,2
rel,78,1
acq,79,1
acq,79,2
rel,79,2
rel,79,1
acq,80,1
acq,80,2
rel,80,2
rel,80,1
acq,81,1
acq,81,2
rel,81,2
rel,81,1
acq,82,1
acq,82,2
rel,82,2
rel,82,1
