dis,1,1,1
dis,2,1,2
dis,3,1,3
dis,4,1,4
dis,5,1,5
dis,6,1,6
dis,7,1,7
dis,8,1,8
dis,9,1,9
dis,10,1,10
dis,11,1,11
dis,12,1,12
dis,13,1,13
dis,14,1,14
dis,15,1,15
dis,16,1,16
dis,17,1,17
dis,18,1,18
dis,19,1,19
dis,20,1,20
dis,21,1,21
dis,22,1,22
dis,23,1,23
dis,24,1,24
dis,25,1,25
dis,26,1,26
dis,27,1,27
dis,28,1,28
dis,29,1,29
dis,30,1,30
dis,31,1,31
dis,32,1,32
dis,33,1,33
dis,34,1,34
dis,35,1,35
dis,36,1,36
dis,37,1,37
dis,38,1,38
dis,39,1,39
dis,40,1,40
dis,41,1,41
dis,42,1,42
dis,43,1,43
dis,44,1,44
dis,45,1,45
dis,46,1,46
dis,47,1,47
dis,48,1,48
dis,49,1,49
dis,50,1,50
dis,51,1,51
dis,52,1,52
dis,53,1,53
dis,54,1,54
dis,55,1,55
dis,56,1,56
dis,57,1,57
dis,58,1,58
dis,59,1,59
dis,60,1,60
dis,61,1,61
dis,62,1,62
dis,63,1,63
dis,64,1,64
dis,65,1,65
dis,66,1,66
dis,67,1,67
dis,68,1,68
dis,69,1,69
dis,70,1,70
dis,71,1,71
dis,72,1,72
dis,73,1,73
dis,74,1,74
dis,75,1,75
dis,76,1,76
dis,77,1,77
dis,78,1,78
dis,79,1,79
dis,80,1,80
dis,81,1,81
dis,82,1,82
dis,83,1,83
dis,84,1,84
dis,85,1,85
dis,86,1,86
dis,87,1,87
dis,88,1,88
dis,89,1,89
dis,90,1,90
dis,91,1,91
dis,92,1,92
dis,93,1,93
dis,94,1,94
dis,95,1,95
dis,96,1,96
dis,97,1,97
dis,98,1,98
dis,99,1,99
dis,100,1,100
dis,101,1,101
dis,102,1,102
dis,103,1,103
dis,104,1,104
dis,105,1,105
dis,106,1,106
dis,107,1,107
dis,108,1,108
dis,109,1,109
dis,110,1,110
dis,111,1,111
dis,112,1,112
dis,113,1,113
dis,114,1,114
dis,115,1,115
dis,116,1,116
dis,117,1,117
dis,118,1,118
dis,119,1,119
dis,120,1,120
dis,121,1,121
dis,122,1,122
dis,123,1,123
dis,124,1,124
dis,125,1,125
dis,126,1,126
dis,127,1,127
dis,128,1,128
dis,129,1,129
dis,130,1,130
dis,131,1,131
